InvoiceNo,Date,StoreID,ProductID,Category,Quantity,UnitPrice,Discount(%),CostPerUnit,CustomerType,PaymentMode,Day,Gross_Sales,Total_Cost,Total_Sales,Net_Profit,Profit_Margin,DayName
INV1013394,20-02-2025,STR045,PRD0025,Clothing,2,3470.39,0,2170.00,Returning,Digital,Weekday,6940.78,4340.00,6940.78,2600.78,37.47,Thursday
INV1013395,10-07-2025,STR034,PRD0081,Shoes,4,3329.00,10,1382.09,Returning,Digital,Weekday,13316.00,5528.36,11984.40,6455.94,53.87,Thursday
INV1013396,16-05-2024,STR028,PRD0092,Shoes,1,6061.89,0,1188.41,Returning,Digital,Weekday,6061.89,1188.41,6061.89,4873.48,80.40,Thursday
INV1013397,15-12-2023,STR007,PRD0100,Shoes,5,1980.68,0,2054.16,Returning,Card,Weekday,9903.40,10270.80,9903.40,-367.40,-3.71,Friday
INV1013398,14-11-2024,STR025,PRD0093,Shoes,3,4887.72,0,1897.16,Returning,Card,Weekday,14663.16,5691.48,14663.16,8971.68,61.19,Thursday
INV1013399,24-11-2024,STR017,PRD0033,Clothing,4,3014.83,5,1084.08,Returning,Cash,Weekend,12059.32,4336.32,11456.35,7119.98,62.15,Sunday
INV1013400,26-07-2024,STR002,PRD0062,Accessories,2,1411.54,5,1393.29,Returning,Cash,Weekday,2823.08,2786.58,2681.93,-104.70,-3.90,Friday
INV1013401,30-10-2024,STR015,PRD0083,Shoes,3,1439.58,5,1359.39,Returning,Digital,Weekday,4318.74,4078.17,4102.80,24.58,0.60,Wednesday
INV1013402,14-11-2025,STR018,PRD0093,Shoes,5,4553.60,20,1844.62,New,Cash,Weekday,22768.00,9223.10,18214.40,8991.10,49.36,Friday
INV1013403,21-04-2025,STR022,PRD0004,Clothing,5,3887.04,10,427.43,Returning,Digital,Weekday,19435.20,2137.15,17491.68,15354.43,87.78,Monday
INV1013404,11-01-2024,STR027,PRD0083,Shoes,1,3017.41,0,1065.27,Returning,Card,Weekday,3017.41,1065.27,3017.41,1952.14,64.70,Thursday
INV1013405,27-10-2025,STR029,PRD0080,Accessories,7,2050.88,25,525.02,Returning,Digital,Weekday,14356.16,3675.14,10767.12,7091.73,65.86,Monday
INV1013406,11-03-2025,STR008,PRD0019,Clothing,3,4983.78,5,1789.91,New,Card,Weekday,14951.34,5369.73,14203.77,8833.99,62.19,Tuesday
INV1013407,14-10-2025,STR012,PRD0040,Clothing,7,2496.98,25,1136.76,Returning,Card,Weekday,17478.86,7957.32,13109.15,5151.58,39.30,Tuesday
INV1013408,17-06-2024,STR008,PRD0007,Clothing,7,1181.01,5,1799.64,New,Cash,Weekday,8267.07,12597.48,7853.72,-4743.81,-60.40,Monday
INV1013409,10-09-2025,STR044,PRD0110,Shoes,1,2530.96,5,1771.76,Returning,Cash,Weekday,2530.96,1771.76,2404.41,632.60,26.31,Wednesday
INV1013410,02-02-2024,STR031,PRD0112,Shoes,2,6713.80,0,488.33,New,Digital,Weekday,13427.60,976.66,13427.60,12450.94,92.73,Friday
INV1013411,07-03-2025,STR033,PRD0033,Clothing,2,1223.40,10,1315.90,Returning,Digital,Weekday,2446.80,2631.80,2202.12,-429.78,-19.52,Friday
INV1013412,30-04-2024,STR041,PRD0103,Shoes,3,1657.42,15,1194.62,Returning,Card,Weekday,4972.26,3583.86,4226.42,642.41,15.20,Tuesday
INV1013413,12-02-2025,STR006,PRD0102,Shoes,5,4266.05,10,1257.77,New,Cash,Weekday,21330.25,6288.85,19197.23,12908.28,67.24,Wednesday
INV1013414,16-02-2025,STR039,PRD0050,Accessories,3,8459.87,0,915.53,Returning,Cash,Weekend,25379.61,2746.59,25379.61,22633.02,89.18,Sunday
INV1013415,14-01-2024,STR046,PRD0021,Clothing,5,2817.87,10,1708.20,Returning,Card,Weekend,14089.35,8541.00,12680.42,4139.32,32.64,Sunday
INV1013416,15-05-2025,STR019,PRD0044,Accessories,3,4654.52,5,674.48,New,Cash,Weekday,13963.56,2023.44,13265.38,11241.89,84.75,Thursday
INV1013417,04-11-2024,STR011,PRD0085,Shoes,4,1081.57,0,767.77,Returning,Cash,Weekday,4326.28,3071.08,4326.28,1255.20,29.01,Monday
INV1013418,17-08-2024,STR018,PRD0008,Clothing,1,3989.40,5,292.80,Returning,Digital,Weekend,3989.40,292.80,3789.93,3497.08,92.27,Saturday
INV1013419,29-06-2024,STR029,PRD0069,Accessories,3,8445.75,10,749.62,Returning,Card,Weekend,25337.25,2248.86,22803.53,20554.57,90.14,Saturday
INV1013420,11-12-2024,STR013,PRD0085,Shoes,3,7774.35,5,963.38,Returning,Cash,Weekday,23323.05,2890.14,22156.90,19266.71,86.96,Wednesday
INV1013421,18-09-2024,STR035,PRD0081,Shoes,3,1773.57,0,1136.53,Returning,Digital,Weekday,5320.71,3409.59,5320.71,1911.12,35.92,Wednesday
INV1013422,03-02-2024,STR037,PRD0097,Shoes,2,6641.95,0,2258.85,New,Cash,Weekend,13283.90,4517.70,13283.90,8766.20,65.99,Saturday
INV1013423,21-02-2025,STR036,PRD0058,Accessories,3,933.66,5,1701.10,Returning,Card,Weekday,2800.98,5103.30,2660.93,-2442.42,-91.79,Friday
INV1013424,02-04-2024,STR045,PRD0069,Accessories,2,6719.09,5,799.50,Returning,Digital,Weekday,13438.18,1599.00,12766.27,11167.22,87.47,Tuesday
INV1013425,29-10-2025,STR027,PRD0061,Accessories,5,6637.36,10,2231.98,Returning,Cash,Weekday,33186.80,11159.90,29868.12,18708.12,62.64,Wednesday
INV1013426,23-10-2025,STR030,PRD0036,Clothing,3,4103.74,0,1321.09,Returning,Digital,Weekday,12311.22,3963.27,12311.22,8347.95,67.81,Thursday
INV1013427,22-01-2025,STR038,PRD0092,Shoes,2,7067.54,0,1083.46,Returning,Cash,Weekday,14135.08,2166.92,14135.08,11968.16,84.67,Wednesday
INV1013428,20-02-2025,STR042,PRD0099,Shoes,3,7969.58,20,1964.62,Returning,Card,Weekday,23908.74,5893.86,19126.99,13232.93,69.18,Thursday
INV1013429,01-09-2024,STR012,PRD0024,Clothing,1,2522.20,5,349.33,Returning,Digital,Weekend,2522.20,349.33,2396.09,2046.71,85.42,Sunday
INV1013430,20-10-2024,STR046,PRD0061,Accessories,5,1842.67,0,2231.37,Returning,Card,Weekend,9213.35,11156.85,9213.35,-1943.50,-21.09,Sunday
INV1013431,30-09-2025,STR050,PRD0033,Clothing,2,3495.76,0,1030.63,Returning,Cash,Weekday,6991.52,2061.26,6991.52,4930.26,70.52,Tuesday
INV1013432,18-04-2024,STR042,PRD0109,Shoes,2,873.33,15,1089.40,Returning,Card,Weekday,1746.66,2178.80,1484.66,-694.29,-46.76,Thursday
INV1013433,30-08-2025,STR031,PRD0089,Shoes,3,4344.38,5,240.61,Returning,Card,Weekend,13033.14,721.83,12381.48,11659.60,94.17,Saturday
INV1013434,23-06-2025,STR003,PRD0053,Accessories,1,525.06,0,724.55,Returning,Card,Weekday,525.06,724.55,525.06,-199.49,-37.99,Monday
INV1013435,04-12-2023,STR040,PRD0056,Accessories,5,8321.06,0,1037.59,Returning,Cash,Weekday,41605.30,5187.95,41605.30,36417.35,87.53,Monday
INV1013436,02-01-2024,STR047,PRD0099,Shoes,1,2311.79,0,1757.57,New,Digital,Weekday,2311.79,1757.57,2311.79,554.22,23.97,Tuesday
INV1013437,18-08-2025,STR034,PRD0042,Accessories,3,7211.10,25,194.71,Returning,Cash,Weekday,21633.30,584.13,16224.98,15640.60,96.40,Monday
INV1013438,25-11-2023,STR028,PRD0057,Accessories,3,1232.88,0,405.00,Returning,Digital,Weekend,3698.64,1215.00,3698.64,2483.64,67.15,Saturday
INV1013439,06-07-2025,STR014,PRD0026,Clothing,3,2592.90,0,726.57,Returning,Card,Weekend,7778.70,2179.71,7778.70,5598.99,71.98,Sunday
INV1013440,08-01-2024,STR001,PRD0001,Clothing,2,1603.85,10,1363.62,Returning,Card,Weekday,3207.70,2727.24,2886.93,159.59,5.53,Monday
INV1013441,19-05-2024,STR021,PRD0075,Accessories,5,2743.80,0,1155.24,Returning,Cash,Weekend,13719.00,5776.20,13719.00,7942.80,57.90,Sunday
INV1013442,11-01-2025,STR031,PRD0039,Clothing,2,2761.15,15,1799.10,Returning,Card,Weekend,5522.30,3598.20,4693.96,1095.61,23.34,Saturday
INV1013443,01-11-2025,STR034,PRD0004,Clothing,7,3885.69,5,611.57,Returning,Card,Weekend,27199.83,4280.99,25839.84,21558.80,83.43,Saturday
INV1013444,22-07-2025,STR027,PRD0039,Clothing,2,3619.92,0,1623.68,Returning,Card,Weekday,7239.84,3247.36,7239.84,3992.48,55.15,Tuesday
INV1013445,05-09-2024,STR015,PRD0033,Clothing,1,3223.35,0,1054.47,New,Card,Weekday,3223.35,1054.47,3223.35,2168.88,67.29,Thursday
INV1013446,18-09-2025,STR019,PRD0015,Clothing,4,2818.04,10,1352.90,Returning,Digital,Weekday,11272.16,5411.60,10144.94,4733.24,46.66,Thursday
INV1013447,24-08-2025,STR049,PRD0103,Shoes,3,6254.45,0,1523.97,Returning,Card,Weekend,18763.35,4571.91,18763.35,14191.44,75.63,Sunday
INV1013448,26-11-2023,STR007,PRD0098,Shoes,5,7558.61,0,1313.25,New,Digital,Weekend,37793.05,6566.25,37793.05,31226.80,82.63,Sunday
INV1013449,18-04-2024,STR027,PRD0025,Clothing,2,2714.95,5,1613.74,Returning,Digital,Weekday,5429.90,3227.48,5158.41,1930.88,37.43,Thursday
INV1013450,28-12-2024,STR005,PRD0086,Shoes,6,2311.35,5,463.08,Returning,Digital,Weekend,13868.10,2778.48,13174.70,10396.17,78.91,Saturday
INV1013451,13-02-2025,STR035,PRD0025,Clothing,3,1676.25,5,2189.38,Returning,Digital,Weekday,5028.75,6568.14,4777.31,-1790.88,-37.49,Thursday
INV1013452,02-05-2024,STR008,PRD0004,Clothing,3,2592.07,25,453.92,Returning,Digital,Weekday,7776.21,1361.76,5832.16,4470.15,76.65,Thursday
INV1013453,26-06-2025,STR050,PRD0090,Shoes,1,3307.08,0,226.38,Returning,Card,Weekday,3307.08,226.38,3307.08,3080.70,93.15,Thursday
INV1013454,11-07-2024,STR022,PRD0115,Shoes,4,2066.56,10,1862.19,Returning,Card,Weekday,8266.24,7448.76,7439.62,-9.24,-0.12,Thursday
INV1013455,20-11-2024,STR007,PRD0051,Accessories,5,5472.36,0,724.03,Returning,Card,Weekday,27361.80,3620.15,27361.80,23741.65,86.77,Wednesday
INV1013456,12-08-2025,STR039,PRD0085,Shoes,2,1610.03,5,853.66,New,Card,Weekday,3220.06,1707.32,3059.06,1351.69,44.19,Tuesday
INV1013457,17-03-2025,STR021,PRD0029,Clothing,1,4361.74,0,1776.07,Returning,Card,Weekday,4361.74,1776.07,4361.74,2585.67,59.28,Monday
INV1013458,18-03-2025,STR028,PRD0112,Shoes,1,7285.45,5,519.68,Returning,Cash,Weekday,7285.45,519.68,6921.18,6401.45,92.49,Tuesday
INV1013459,14-09-2024,STR025,PRD0056,Accessories,6,4484.93,20,1299.32,Returning,Cash,Weekend,26909.58,7795.92,21527.66,13731.54,63.79,Saturday
INV1013460,05-06-2024,STR015,PRD0084,Shoes,3,6961.44,20,1726.76,Returning,Card,Weekday,20884.32,5180.28,16707.46,11526.98,68.99,Wednesday
INV1013461,16-03-2025,STR003,PRD0083,Shoes,4,5048.11,10,1207.29,Returning,Cash,Weekend,20192.44,4829.16,18173.20,13343.94,73.43,Sunday
INV1013462,26-06-2024,STR050,PRD0029,Clothing,2,4409.53,5,1879.37,Returning,Card,Weekday,8819.06,3758.74,8378.11,4619.32,55.14,Wednesday
INV1013463,09-07-2025,STR013,PRD0021,Clothing,3,2960.09,10,1836.38,New,Cash,Weekday,8880.27,5509.14,7992.24,2483.00,31.07,Wednesday
INV1013464,14-12-2024,STR018,PRD0003,Clothing,3,1186.70,0,596.42,New,Digital,Weekend,3560.10,1789.26,3560.10,1770.84,49.74,Saturday
INV1013465,23-09-2025,STR007,PRD0018,Clothing,2,3623.51,0,1440.78,Returning,Digital,Weekday,7247.02,2881.56,7247.02,4365.46,60.24,Tuesday
INV1013466,24-08-2025,STR046,PRD0064,Accessories,4,6571.94,5,1505.34,New,Cash,Weekend,26287.76,6021.36,24973.37,18951.96,75.89,Sunday
INV1013467,17-03-2024,STR002,PRD0092,Shoes,3,2112.96,10,1544.92,Returning,Cash,Weekend,6338.88,4634.76,5704.99,1070.13,18.76,Sunday
INV1013468,25-01-2024,STR004,PRD0075,Accessories,4,3514.73,20,1301.62,Returning,Digital,Weekday,14058.92,5206.48,11247.14,6040.46,53.71,Thursday
INV1013469,28-01-2024,STR032,PRD0009,Clothing,4,796.75,0,810.90,Returning,Card,Weekend,3187.00,3243.60,3187.00,-56.60,-1.78,Sunday
INV1013470,04-02-2024,STR006,PRD0091,Shoes,4,3580.24,10,301.23,New,Card,Weekend,14320.96,1204.92,12888.86,11683.84,90.65,Sunday
INV1013471,17-03-2025,STR050,PRD0065,Accessories,1,2027.13,0,1434.82,Returning,Digital,Weekday,2027.13,1434.82,2027.13,592.31,29.22,Monday
INV1013472,22-03-2024,STR011,PRD0075,Accessories,4,1099.60,30,1519.53,Returning,Card,Weekday,4398.40,6078.12,3078.88,-2999.54,-97.42,Friday
INV1013473,19-05-2024,STR034,PRD0019,Clothing,5,2537.75,5,1466.99,New,Cash,Weekend,12688.75,7334.95,12054.31,4719.31,39.15,Sunday
INV1013474,15-06-2024,STR016,PRD0034,Clothing,6,4357.25,20,2053.00,Returning,Cash,Weekend,26143.50,12318.00,20914.80,8596.60,41.10,Saturday
INV1013475,05-07-2024,STR001,PRD0041,Accessories,3,4299.64,0,1639.25,Returning,Cash,Weekday,12898.92,4917.75,12898.92,7981.17,61.87,Friday
INV1013476,15-10-2025,STR043,PRD0018,Clothing,3,2384.39,0,1011.21,New,Card,Weekday,7153.17,3033.63,7153.17,4119.54,57.59,Wednesday
INV1013477,11-10-2025,STR024,PRD0090,Shoes,3,3333.32,0,194.78,Returning,Card,Weekend,9999.96,584.34,9999.96,9415.62,94.16,Saturday
INV1013478,13-07-2024,STR034,PRD0025,Clothing,3,4590.64,0,2289.28,Returning,Cash,Weekend,13771.92,6867.84,13771.92,6904.08,50.13,Saturday
INV1013479,27-03-2024,STR016,PRD0036,Clothing,1,1398.69,0,1268.10,Returning,Digital,Weekday,1398.69,1268.10,1398.69,130.59,9.34,Wednesday
INV1013480,18-11-2025,STR003,PRD0070,Accessories,5,6329.68,10,654.15,Returning,Cash,Weekday,31648.40,3270.75,28483.56,25212.71,88.52,Tuesday
INV1013481,10-02-2024,STR015,PRD0007,Clothing,2,1033.51,15,1841.16,Returning,Cash,Weekend,2067.02,3682.32,1756.97,-1925.50,-109.59,Saturday
INV1013482,17-07-2025,STR022,PRD0069,Accessories,6,2843.15,0,559.57,Returning,Cash,Weekday,17058.90,3357.42,17058.90,13701.48,80.32,Thursday
INV1013483,20-01-2024,STR037,PRD0048,Accessories,5,8153.47,25,668.44,Returning,Card,Weekend,40767.35,3342.20,30575.51,27233.06,89.07,Saturday
INV1013484,01-04-2025,STR031,PRD0106,Shoes,2,2921.95,0,1280.57,Returning,Card,Weekday,5843.90,2561.14,5843.90,3282.76,56.17,Tuesday
INV1013485,07-08-2024,STR035,PRD0061,Accessories,2,8826.11,0,1991.12,Returning,Digital,Weekday,17652.22,3982.24,17652.22,13669.98,77.44,Wednesday
INV1013486,15-07-2025,STR033,PRD0042,Accessories,1,5670.67,0,223.29,New,Card,Weekday,5670.67,223.29,5670.67,5447.38,96.06,Tuesday
INV1013487,08-06-2025,STR047,PRD0058,Accessories,2,1815.80,0,1761.09,Returning,Cash,Weekend,3631.60,3522.18,3631.60,109.42,3.01,Sunday
INV1013488,24-05-2024,STR009,PRD0024,Clothing,2,3095.48,5,434.04,Returning,Card,Weekday,6190.96,868.08,5881.41,5013.28,85.24,Friday
INV1013489,24-05-2024,STR001,PRD0090,Shoes,3,1294.70,0,214.51,Returning,Card,Weekday,3884.10,643.53,3884.10,3240.57,83.43,Friday
INV1013490,29-06-2025,STR009,PRD0029,Clothing,6,1299.94,20,1516.53,New,Digital,Weekend,7799.64,9099.18,6239.71,-2859.67,-45.83,Sunday
INV1013491,19-07-2025,STR023,PRD0095,Shoes,3,7255.85,25,193.98,Returning,Cash,Weekend,21767.55,581.94,16325.66,15743.47,96.43,Saturday
INV1013492,03-09-2024,STR029,PRD0090,Shoes,2,3268.16,5,175.14,New,Card,Weekday,6536.32,350.28,6209.50,5859.17,94.36,Tuesday
INV1013493,18-12-2023,STR032,PRD0047,Accessories,5,6138.09,0,316.59,Returning,Cash,Weekday,30690.45,1582.95,30690.45,29107.50,94.84,Monday
INV1013494,14-01-2024,STR002,PRD0061,Accessories,4,6017.57,0,1933.54,New,Card,Weekend,24070.28,7734.16,24070.28,16336.12,67.87,Sunday
INV1013495,07-03-2025,STR001,PRD0009,Clothing,1,1303.16,0,873.41,Returning,Digital,Weekday,1303.16,873.41,1303.16,429.75,32.98,Friday
INV1013496,01-02-2024,STR028,PRD0005,Clothing,2,2758.96,0,1486.73,Returning,Digital,Weekday,5517.92,2973.46,5517.92,2544.46,46.11,Thursday
INV1013497,31-01-2025,STR028,PRD0103,Shoes,4,7965.24,5,1415.44,New,Digital,Weekday,31860.96,5661.76,30267.91,24606.10,81.29,Friday
INV1013498,23-02-2024,STR012,PRD0109,Shoes,5,3642.38,20,976.69,Returning,Digital,Weekday,18211.90,4883.45,14569.52,9685.87,66.48,Friday
INV1013499,13-01-2025,STR038,PRD0070,Accessories,4,3122.18,0,640.53,Returning,Cash,Weekday,12488.72,2562.12,12488.72,9926.60,79.48,Monday
INV1013500,11-09-2025,STR035,PRD0010,Clothing,4,641.86,15,168.00,Returning,Digital,Weekday,2567.44,672.00,2182.32,1510.17,69.20,Thursday
INV1013501,13-11-2025,STR019,PRD0091,Shoes,4,5734.47,0,295.20,Returning,Card,Weekday,22937.88,1180.80,22937.88,21757.08,94.85,Thursday
INV1013502,25-06-2025,STR033,PRD0115,Shoes,2,4874.98,0,2043.73,Returning,Cash,Weekday,9749.96,4087.46,9749.96,5662.50,58.08,Wednesday
INV1013503,03-05-2024,STR018,PRD0049,Accessories,2,3039.95,0,1538.34,New,Digital,Weekday,6079.90,3076.68,6079.90,3003.22,49.40,Friday
INV1013504,16-04-2025,STR032,PRD0101,Shoes,3,832.11,5,124.67,New,Digital,Weekday,2496.33,374.01,2371.51,1997.45,84.23,Wednesday
INV1013505,04-06-2025,STR022,PRD0069,Accessories,3,4494.63,0,833.23,New,Card,Weekday,13483.89,2499.69,13483.89,10984.20,81.46,Wednesday
INV1013506,28-09-2024,STR046,PRD0100,Shoes,5,3161.98,5,1915.11,New,Card,Weekend,15809.90,9575.55,15019.41,5443.81,36.25,Saturday
INV1013507,04-01-2025,STR045,PRD0075,Accessories,2,6149.77,0,1098.79,New,Digital,Weekend,12299.54,2197.58,12299.54,10101.96,82.13,Saturday
INV1013508,10-05-2025,STR037,PRD0081,Shoes,2,3544.69,15,1229.62,Returning,Card,Weekend,7089.38,2459.24,6025.97,3566.58,59.19,Saturday
INV1013509,25-07-2024,STR044,PRD0009,Clothing,2,1704.89,0,1080.45,New,Card,Weekday,3409.78,2160.90,3409.78,1248.88,36.63,Thursday
INV1013510,25-02-2024,STR013,PRD0051,Accessories,5,7724.17,10,720.29,Returning,Cash,Weekend,38620.85,3601.45,34758.77,31157.22,89.64,Sunday
INV1013511,16-05-2024,STR030,PRD0008,Clothing,1,732.05,5,223.44,New,Digital,Weekday,732.05,223.44,695.45,471.96,67.86,Thursday
INV1013512,12-02-2025,STR003,PRD0043,Accessories,5,2917.92,10,544.14,Returning,Card,Weekday,14589.60,2720.70,13130.64,10409.84,79.28,Wednesday
INV1013513,08-10-2024,STR004,PRD0069,Accessories,4,3454.32,5,594.90,Returning,Card,Weekday,13817.28,2379.60,13126.42,10746.77,81.87,Tuesday
INV1013514,08-04-2025,STR011,PRD0055,Accessories,4,3212.90,30,1299.33,New,Card,Weekday,12851.60,5197.32,8996.12,3798.50,42.22,Tuesday
INV1013515,29-11-2024,STR019,PRD0016,Clothing,3,3707.43,5,1092.64,Returning,Card,Weekday,11122.29,3277.92,10566.18,7288.21,68.98,Friday
INV1013516,24-01-2025,STR003,PRD0038,Clothing,2,2041.30,5,1304.40,Returning,Digital,Weekday,4082.60,2608.80,3878.47,1269.62,32.74,Friday
INV1013517,10-12-2023,STR036,PRD0096,Shoes,6,4901.08,0,799.68,Returning,Card,Weekend,29406.48,4798.08,29406.48,24608.40,83.68,Sunday
INV1013518,02-07-2025,STR017,PRD0115,Shoes,1,6577.58,5,1886.57,New,Cash,Weekday,6577.58,1886.57,6248.70,4362.08,69.81,Wednesday
INV1013519,03-08-2025,STR033,PRD0011,Clothing,3,1445.79,0,510.49,New,Card,Weekend,4337.37,1531.47,4337.37,2805.90,64.69,Sunday
INV1013520,02-06-2025,STR029,PRD0073,Accessories,1,928.56,0,1509.38,Returning,Digital,Weekday,928.56,1509.38,928.56,-580.82,-62.55,Monday
INV1013521,05-01-2025,STR040,PRD0053,Accessories,4,1919.81,15,576.32,New,Cash,Weekend,7679.24,2305.28,6527.35,4221.92,64.68,Sunday
INV1013522,24-11-2023,STR034,PRD0080,Accessories,3,2847.82,0,458.67,Returning,Digital,Weekday,8543.46,1376.01,8543.46,7167.45,83.89,Friday
INV1013523,04-05-2024,STR035,PRD0014,Clothing,5,4652.61,5,447.75,Returning,Cash,Weekend,23263.05,2238.75,22099.90,19861.10,89.87,Saturday
INV1013524,09-02-2024,STR002,PRD0041,Accessories,5,742.56,10,1612.91,New,Cash,Weekday,3712.80,8064.55,3341.52,-4723.13,-141.35,Friday
INV1013525,16-11-2024,STR027,PRD0068,Accessories,6,6015.30,10,133.26,New,Card,Weekend,36091.80,799.56,32482.62,31682.96,97.54,Saturday
INV1013526,31-07-2024,STR034,PRD0112,Shoes,2,4626.85,0,699.80,Returning,Card,Weekday,9253.70,1399.60,9253.70,7854.10,84.88,Wednesday
INV1013527,07-04-2025,STR011,PRD0005,Clothing,3,1278.11,5,1770.12,Returning,Card,Weekday,3834.33,5310.36,3642.61,-1667.80,-45.79,Monday
INV1013528,04-01-2024,STR008,PRD0042,Accessories,3,9333.20,0,194.74,Returning,Cash,Weekday,27999.60,584.22,27999.60,27415.38,97.91,Thursday
INV1013529,09-09-2025,STR036,PRD0095,Shoes,1,5327.27,0,242.66,New,Digital,Weekday,5327.27,242.66,5327.27,5084.61,95.44,Tuesday
INV1013530,10-12-2023,STR044,PRD0059,Accessories,7,2087.15,20,416.71,Returning,Digital,Weekend,14610.05,2916.97,11688.04,8770.87,75.04,Sunday
INV1013531,06-05-2025,STR041,PRD0007,Clothing,2,1630.69,15,1593.50,Returning,Digital,Weekday,3261.38,3187.00,2772.17,-414.98,-14.97,Tuesday
INV1013532,28-02-2024,STR002,PRD0109,Shoes,3,2071.79,0,908.16,Returning,Card,Weekday,6215.37,2724.48,6215.37,3490.89,56.17,Wednesday
INV1013533,06-04-2025,STR016,PRD0111,Shoes,3,2813.77,0,2048.01,Returning,Card,Weekend,8441.31,6144.03,8441.31,2297.28,27.21,Sunday
INV1013534,16-08-2025,STR027,PRD0003,Clothing,6,1353.23,30,703.97,Returning,Cash,Weekend,8119.38,4223.82,5683.57,1459.45,25.68,Saturday
INV1013535,09-10-2025,STR020,PRD0081,Shoes,5,2567.66,25,1331.53,New,Card,Weekday,12838.30,6657.65,9628.73,2970.83,30.85,Thursday
INV1013536,16-06-2025,STR009,PRD0025,Clothing,2,1659.49,0,1944.33,Returning,Cash,Weekday,3318.98,3888.66,3318.98,-569.68,-17.16,Monday
INV1013537,14-06-2024,STR030,PRD0019,Clothing,2,4079.25,15,1928.30,New,Card,Weekday,8158.50,3856.60,6934.73,3077.98,44.38,Friday
INV1013538,23-11-2024,STR019,PRD0073,Accessories,7,1350.78,30,1426.50,Returning,Digital,Weekend,9455.46,9985.50,6618.82,-3366.98,-50.87,Saturday
INV1013539,01-07-2024,STR048,PRD0075,Accessories,1,5891.29,0,1201.43,New,Card,Weekday,5891.29,1201.43,5891.29,4689.86,79.61,Monday
INV1013540,07-11-2025,STR009,PRD0043,Accessories,3,5878.12,0,574.74,New,Digital,Weekday,17634.36,1724.22,17634.36,15910.14,90.22,Friday
INV1013541,24-11-2023,STR002,PRD0048,Accessories,4,918.45,5,579.56,Returning,Card,Weekday,3673.80,2318.24,3490.11,1171.82,33.58,Friday
INV1013542,06-05-2024,STR019,PRD0037,Clothing,4,3676.92,10,1899.19,Returning,Card,Weekday,14707.68,7596.76,13236.91,5640.05,42.61,Monday
INV1013543,09-07-2025,STR021,PRD0055,Accessories,4,7767.23,25,1587.26,Returning,Card,Weekday,31068.92,6349.04,23301.69,16952.40,72.75,Wednesday
INV1013544,12-02-2025,STR007,PRD0013,Clothing,3,3927.45,0,128.87,Returning,Digital,Weekday,11782.35,386.61,11782.35,11395.74,96.72,Wednesday
INV1013545,21-10-2024,STR009,PRD0080,Accessories,4,730.41,20,553.68,Returning,Card,Weekday,2921.64,2214.72,2337.31,122.39,5.24,Monday
INV1013546,06-10-2024,STR026,PRD0062,Accessories,4,2157.94,5,1144.27,Returning,Card,Weekend,8631.76,4577.08,8200.17,3623.04,44.18,Sunday
INV1013547,27-05-2024,STR038,PRD0001,Clothing,3,4221.19,10,1357.69,New,Card,Weekday,12663.57,4073.07,11397.21,7324.04,64.26,Monday
INV1013548,11-09-2024,STR003,PRD0062,Accessories,3,5072.05,0,1258.76,Returning,Cash,Weekday,15216.15,3776.28,15216.15,11439.87,75.18,Wednesday
INV1013549,20-10-2025,STR043,PRD0026,Clothing,4,4504.68,5,736.63,New,Card,Weekday,18018.72,2946.52,17117.78,14171.21,82.79,Monday
INV1013550,22-11-2023,STR047,PRD0025,Clothing,4,653.44,0,2159.98,New,Card,Weekday,2613.76,8639.92,2613.76,-6026.16,-230.56,Wednesday
INV1013551,15-06-2024,STR009,PRD0109,Shoes,4,3737.08,15,1079.81,New,Cash,Weekend,14948.32,4319.24,12706.07,8386.68,66.01,Saturday
INV1013552,14-07-2024,STR005,PRD0015,Clothing,3,2599.44,20,1385.78,New,Card,Weekend,7798.32,4157.34,6238.66,2081.12,33.36,Sunday
INV1013553,30-04-2025,STR023,PRD0047,Accessories,1,8376.27,0,309.31,Returning,Card,Weekday,8376.27,309.31,8376.27,8066.96,96.31,Wednesday
INV1013554,11-05-2024,STR002,PRD0057,Accessories,4,6399.53,25,395.32,Returning,Card,Weekend,25598.12,1581.28,19198.59,17617.06,91.76,Saturday
INV1013555,05-03-2024,STR024,PRD0060,Accessories,3,9027.55,0,683.38,New,Cash,Weekday,27082.65,2050.14,27082.65,25032.51,92.43,Tuesday
INV1013556,22-03-2025,STR007,PRD0027,Clothing,4,3267.39,20,289.68,Returning,Cash,Weekend,13069.56,1158.72,10455.65,9296.73,88.92,Saturday
INV1013557,01-11-2024,STR024,PRD0012,Clothing,6,2118.46,0,1055.86,Returning,Card,Weekday,12710.76,6335.16,12710.76,6375.60,50.16,Friday
INV1013558,01-05-2024,STR034,PRD0071,Accessories,5,4379.05,10,524.97,Returning,Digital,Weekday,21895.25,2624.85,19705.73,17080.78,86.68,Wednesday
INV1013559,22-10-2024,STR034,PRD0096,Shoes,5,5812.12,10,928.84,New,Digital,Weekday,29060.60,4644.20,26154.54,21510.24,82.24,Tuesday
INV1013560,15-10-2024,STR031,PRD0009,Clothing,4,1328.94,0,876.80,Returning,Card,Weekday,5315.76,3507.20,5315.76,1808.56,34.02,Tuesday
INV1013561,10-09-2025,STR002,PRD0019,Clothing,3,4827.45,15,1807.89,Returning,Card,Weekday,14482.35,5423.67,12310.00,6886.18,55.94,Wednesday
